code	name	type	scope	status
glh	Northwest Pashai	living	individual	pending
glj	Gula Iro	living	individual	pending
glk	Gilaki	living	individual	pending
gll	Garlali	extinct	individual	pending
glo	Galambu	living	individual	pending
glr	Glaro-Twabo	living	individual	pending
glu	Gula (Chad)	living	individual	pending
glv	Manx	living	individual	pending
glw	Glavda	living	individual	pending
gly	Gule	extinct	individual	pending
gma	Gambera	extinct	individual	pending
gmb	Gula'alaa	living	individual	pending
gmd	Mághdì	living	individual	pending
gmg	Magɨyi	living	individual	pending
gmh	Middle High German (ca. 1050-1500)	historical	individual	pending
gml	Middle Low German	historical	individual	pending
gmm	Gbaya-Mbodomo	living	individual	pending
gmn	Gimnime	living	individual	pending
gmr	Mirning	living	individual	pending
gmu	Gumalu	living	individual	pending
gmv	Gamo	living	individual	pending
gmx	Magoma	living	individual	pending
gmy	Mycenaean Greek	ancient	individual	pending
gmz	Mgbolizhia	living	individual	pending
gna	Kaansa	living	individual	pending
gnb	Gangte	living	individual	pending
gnc	Guanche	extinct	individual	pending
gnd	Zulgo-Gemzek	living	individual	pending
gne	Ganang	living	individual	pending
gng	Ngangam	living	individual	pending
gnh	Lere	living	individual	pending
gni	Gooniyandi	living	individual	pending
gnj	Ngen	living	individual	pending
gnk	ǁGana	living	individual	pending
gnl	Gangulu	extinct	individual	pending
gnm	Ginuman	living	individual	pending
gnn	Gumatj	living	individual	pending
gno	Northern Gondi	living	individual	pending
gnq	Gana	living	individual	pending
gnr	Gureng Gureng	extinct	individual	pending
gnt	Guntai	living	individual	pending
gnu	Gnau	living	individual	pending
gnw	Western Bolivian Guaraní	living	individual	pending
gnz	Ganzi	living	individual	pending
goa	Guro	living	individual	pending
gob	Playero	living	individual	pending
goc	Gorakor	living	individual	pending
god	Godié	living	individual	pending
goe	Gongduk	living	individual	pending
gof	Gofa	living	individual	pending
gog	Gogo	living	individual	pending
goh	Old High German (ca. 750-1050)	historical	individual	pending
goi	Gobasi	living	individual	pending
goj	Gowlan	living	individual	pending
gok	Gowli	living	individual	pending
gol	Gola	living	individual	pending
gom	Goan Konkani	living	individual	pending
gon	Gondi	living	macrolanguage	pending
goo	Gone Dau	living	individual	pending
gop	Yeretuar	living	individual	pending
goq	Gorap	living	individual	pending
gor	Gorontalo	living	individual	pending
gos	Gronings	living	individual	pending
got	Gothic	ancient	individual	pending
gou	Gavar	living	individual	pending
gow	Gorowa	living	individual	pending
gox	Gobu	living	individual	pending
goy	Goundo	living	individual	pending
goz	Gozarkhani	living	individual	pending
gpa	Gupa-Abawa	living	individual	pending
gpe	Ghanaian Pidgin English	living	individual	pending
gpn	Taiap	living	individual	pending
gqa	Ga'anda	living	individual	pending
gqi	Guiqiong	living	individual	pending
gqn	Guana (Brazil)	extinct	individual	pending
gqr	Gor	living	individual	pending
gqu	Qau	living	individual	pending
gra	Rajput Garasia	living	individual	pending
grb	Grebo	living	macrolanguage	pending
grc	Ancient Greek (to 1453)	historical	individual	pending
grd	Guruntum-Mbaaru	living	individual	pending
grg	Madi	living	individual	pending
grh	Gbiri-Niragu	living	individual	pending
gri	Ghari	living	individual	pending
grj	Southern Grebo	living	individual	pending
grm	Kota Marudu Talantang	living	individual	pending
grn	Guarani	living	macrolanguage	pending
gro	Groma	living	individual	pending
grq	Gorovu	living	individual	pending
grr	Taznatit	living	individual	pending
grs	Gresi	living	individual	pending
grt	Garo	living	individual	pending
gru	Kistane	living	individual	pending
grv	Central Grebo	living	individual	pending
grw	Gweda	living	individual	pending
grx	Guriaso	living	individual	pending
gry	Barclayville Grebo	living	individual	pending
grz	Guramalum	living	individual	pending
gse	Ghanaian Sign Language	living	individual	pending
gsg	German Sign Language	living	individual	pending
gsl	Gusilay	living	individual	pending
gsm	Guatemalan Sign Language	living	individual	pending
gsn	Nema	living	individual	pending
gso	Southwest Gbaya	living	individual	pending
gsp	Wasembo	living	individual	pending
gss	Greek Sign Language	living	individual	pending
gsw	Swiss German	living	individual	pending
gta	Guató	living	individual	pending
gtu	Aghu-Tharnggala	extinct	individual	pending
gua	Shiki	living	individual	pending
gub	Guajajára	living	individual	pending
guc	Wayuu	living	individual	pending
gud	Yocoboué Dida	living	individual	pending
gue	Gurindji	living	individual	pending
guf	Gupapuyngu	living	individual	pending
gug	Paraguayan Guaraní	living	individual	pending
guh	Guahibo	living	individual	pending
gui	Eastern Bolivian Guaraní	living	individual	pending
guj	Gujarati	living	individual	seeded
guk	Gumuz	living	individual	pending
gul	Sea Island Creole English	living	individual	pending
gum	Guambiano	living	individual	pending
gun	Mbyá Guaraní	living	individual	pending
guo	Guayabero	living	individual	pending
gup	Gunwinggu	living	individual	pending
guq	Aché	living	individual	pending
gur	Farefare	living	individual	pending
gus	Guinean Sign Language	living	individual	pending
gut	Maléku Jaíka	living	individual	pending
guu	Yanomamö	living	individual	pending
guw	Gun	living	individual	pending
gux	Gourmanchéma	living	individual	pending
guz	Gusii	living	individual	pending
gva	Guana (Paraguay)	living	individual	pending
gvc	Guanano	living	individual	pending
gve	Duwet	living	individual	pending
gvf	Golin	living	individual	pending
gvj	Guajá	living	individual	pending
gvl	Gulay	living	individual	pending
gvm	Gurmana	living	individual	pending
gvn	Kuku-Yalanji	living	individual	pending
gvo	Gavião Do Jiparaná	living	individual	pending
gvp	Pará Gavião	living	individual	pending
gvr	Gurung	living	individual	pending
gvs	Gumawana	living	individual	pending
gvy	Guyani	extinct	individual	pending
gwa	Mbato	living	individual	pending
gwb	Gwa	living	individual	pending
gwc	Gawri	living	individual	pending
gwd	Gawwada	living	individual	pending
gwe	Gweno	living	individual	pending
gwf	Gowro	living	individual	pending
gwg	Moo	living	individual	pending
gwi	Gwichʼin	living	individual	pending
gwj	ǀGwi	living	individual	pending
gwm	Awngthim	extinct	individual	pending
gwn	Gwandara	living	individual	pending
gwr	Gwere	living	individual	pending
gwt	Gawar-Bati	living	individual	pending
gwu	Guwamu	extinct	individual	pending
gww	Kwini	living	individual	pending
gwx	Gua	living	individual	pending
gxx	Wè Southern	living	individual	pending
gya	Northwest Gbaya	living	individual	pending
gyb	Garus	living	individual	pending
gyd	Kayardild	living	individual	pending
gye	Gyem	living	individual	pending
gyf	Gungabula	extinct	individual	pending
gyg	Gbayi	living	individual	pending
gyi	Gyele	living	individual	pending
gyl	Gayil	living	individual	pending
gym	Ngäbere	living	individual	pending
gyn	Guyanese Creole English	living	individual	pending
gyo	Gyalsumdo	living	individual	pending
gyr	Guarayu	living	individual	pending
gyy	Gunya	extinct	individual	pending
gza	Ganza	living	individual	pending
gzi	Gazi	living	individual	pending
gzn	Gane	living	individual	pending
haa	Han	living	individual	pending
hab	Hanoi Sign Language	living	individual	pending
hac	Gurani	living	individual	pending
had	Hatam	living	individual	pending
hae	Eastern Oromo	living	individual	pending
haf	Haiphong Sign Language	living	individual	pending
hag	Hanga	living	individual	pending
hah	Hahon	living	individual	pending
hai	Haida	living	macrolanguage	pending
haj	Hajong	living	individual	pending
hak	Hakka Chinese	living	individual	pending
hal	Halang	living	individual	pending
ham	Hewa	living	individual	pending
han	Hangaza	living	individual	pending
hao	Hakö	living	individual	pending
hap	Hupla	living	individual	pending
haq	Ha	living	individual	pending
har	Harari	living	individual	pending
has	Haisla	living	individual	pending
hat	Haitian	living	individual	pending
hau	Hausa	living	individual	seeded
hav	Havu	living	individual	pending
haw	Hawaiian	living	individual	pending
hax	Southern Haida	living	individual	pending
hay	Haya	living	individual	pending
haz	Hazaragi	living	individual	pending
hba	Hamba	living	individual	pending
hbb	Huba	living	individual	pending
hbn	Heiban	living	individual	pending
hbo	Ancient Hebrew	historical	individual	pending
hbs	Serbo-Croatian	living	macrolanguage	pending
hbu	Habu	living	individual	pending
hca	Andaman Creole Hindi	living	individual	pending
hch	Huichol	living	individual	pending
hdn	Northern Haida	living	individual	pending
hds	Honduras Sign Language	living	individual	pending
hdy	Hadiyya	living	individual	pending
hea	Northern Qiandong Miao	living	individual	pending
heb	Hebrew	living	individual	seeded
hed	Herdé	living	individual	pending
heg	Helong	living	individual	pending
heh	Hehe	living	individual	pending
hei	Heiltsuk	living	individual	pending
hem	Hemba	living	individual	pending
her	Herero	living	individual	pending
hgm	Haiǁom	living	individual	pending
hgw	Haigwai	living	individual	pending
hhi	Hoia Hoia	living	individual	pending
hhr	Kerak	living	individual	pending
hhy	Hoyahoya	living	individual	pending
hia	Lamang	living	individual	pending
hib	Hibito	extinct	individual	pending
hid	Hidatsa	living	individual	pending
hif	Fiji Hindi	living	individual	pending
hig	Kamwe	living	individual	pending
hih	Pamosu	living	individual	pending
hii	Hinduri	living	individual	pending
hij	Hijuk	living	individual	pending
hik	Seit-Kaitetu	living	individual	pending
hil	Hiligaynon	living	individual	pending
hin	Hindi	living	individual	seeded
hio	Tsoa	living	individual	pending
hir	Himarimã	living	individual	pending
hit	Hittite	ancient	individual	pending
hiw	Hiw	living	individual	pending
hix	Hixkaryána	living	individual	pending
hji	Haji	living	individual	pending
hka	Kahe	living	individual	pending
hke	Hunde	living	individual	pending
hkk	Hunjara-Kaina Ke	living	individual	pending
hkn	Mel-Khaonh	living	individual	pending
hks	Hong Kong Sign Language	living	individual	pending
hla	Halia	living	individual	pending
hlb	Halbi	living	individual	pending
hld	Halang Doan	living	individual	pending
hle	Hlersu	living	individual	pending
hlt	Matu Chin	living	individual	pending
hlu	Hieroglyphic Luwian	ancient	individual	pending
hma	Southern Mashan Hmong	living	individual	pending
hmb	Humburi Senni Songhay	living	individual	pending
hmc	Central Huishui Hmong	living	individual	pending
hmd	Large Flowery Miao	living	individual	pending
hme	Eastern Huishui Hmong	living	individual	pending
hmf	Hmong Don	living	individual	pending
hmg	Southwestern Guiyang Hmong	living	individual	pending
hmh	Southwestern Huishui Hmong	living	individual	pending
hmi	Northern Huishui Hmong	living	individual	pending
hmj	Ge	living	individual	pending
hmk	Maek	ancient	individual	pending
hml	Luopohe Hmong	living	individual	pending
hmm	Central Mashan Hmong	living	individual	pending
hmn	Hmong	living	macrolanguage	pending
hmo	Hiri Motu	living	individual	pending
hmp	Northern Mashan Hmong	living	individual	pending
hmq	Eastern Qiandong Miao	living	individual	pending
hmr	Hmar	living	individual	pending
hms	Southern Qiandong Miao	living	individual	pending
hmt	Hamtai	living	individual	pending
hmu	Hamap	living	individual	pending
hmv	Hmong Dô	living	individual	pending
hmw	Western Mashan Hmong	living	individual	pending
hmy	Southern Guiyang Hmong	living	individual	pending
hmz	Hmong Shua	living	individual	pending
hna	Mina (Cameroon)	living	individual	pending
hnd	Southern Hindko	living	individual	pending
hne	Chhattisgarhi	living	individual	seeded
hng	Hungu	living	individual	pending
hnh	ǁAni	living	individual	pending
hni	Hani	living	individual	pending
hnj	Hmong Njua	living	individual	pending
hnn	Hanunoo	living	individual	pending
hno	Northern Hindko	living	individual	pending
hns	Caribbean Hindustani	living	individual	pending
hnu	Hung	living	individual	pending
hoa	Hoava	living	individual	pending
hob	Mari (Madang Province)	living	individual	pending
hoc	Ho	living	individual	pending
hod	Holma	extinct	individual	pending
hoe	Horom	living	individual	pending
hoh	Hobyót	living	individual	pending
hoi	Holikachuk	living	individual	pending
hoj	Hadothi	living	individual	pending
hol	Holu	living	individual	pending
hom	Homa	extinct	individual	pending
hoo	Holoholo	living	individual	pending
hop	Hopi	living	individual	pending
hor	Horo	extinct	individual	pending
hos	Ho Chi Minh City Sign Language	living	individual	pending
hot	Hote	living	individual	pending
hov	Hovongan	living	individual	pending
how	Honi	living	individual	pending
hoy	Holiya	living	individual	pending
hoz	Hozo	living	individual	pending
hpo	Hpon	extinct	individual	pending
hps	Hawai'i Sign Language (HSL)	living	individual	pending
hra	Hrangkhol	living	individual	pending
hrc	Niwer Mil	living	individual	pending
hre	Hre	living	individual	pending
hrk	Haruku	living	individual	pending
hrm	Horned Miao	living	individual	pending
hro	Haroi	living	individual	pending
hrp	Nhirrpi	extinct	individual	pending
hrt	Hértevin	living	individual	pending
hru	Hruso	living	individual	pending
hrv	Croatian	living	individual	pending
hrw	Warwar Feni	living	individual	pending
hrx	Hunsrik	living	individual	pending
hrz	Harzani	living	individual	pending
hsb	Upper Sorbian	living	individual	pending
hsh	Hungarian Sign Language	living	individual	pending
hsl	Hausa Sign Language	living	individual	pending
hsn	Xiang Chinese	living	individual	pending
hss	Harsusi	living	individual	pending
hti	Hoti	extinct	individual	pending
hto	Minica Huitoto	living	individual	pending
hts	Hadza	living	individual	pending
htu	Hitu	living	individual	pending
htx	Middle Hittite	ancient	individual	pending
hub	Huambisa	living	individual	pending
huc	ǂHua	living	individual	pending
hud	Huaulu	living	individual	pending
hue	San Francisco Del Mar Huave	living	individual	pending
huf	Humene	living	individual	pending
hug	Huachipaeri	living	individual	pending
huh	Huilliche	living	individual	pending
hui	Huli	living	individual	pending
huj	Northern Guiyang Hmong	living	individual	pending
huk	Hulung	extinct	individual	pending
hul	Hula	living	individual	pending
hum	Hungana	living	individual	pending
hun	Hungarian	living	individual	pending
huo	Hu	living	individual	pending
hup	Hupa	living	individual	pending
huq	Tsat	living	individual	pending
hur	Halkomelem	living	individual	pending
hus	Huastec	living	individual	pending
hut	Humla	living	individual	pending
huu	Murui Huitoto	living	individual	pending
huv	San Mateo Del Mar Huave	living	individual	pending
